Order ID,PO Number,Invoice Number,Customer,Customer GST,SKU Code,Product_Name,Category,Flavor,Package_Type,PO Date,Approved Date,Dispatch Date,Delivery Date,Order Status,WH,Order Qty (Case Units),Order Qty (in Units),Approved Qty (in Units),Fulfilled/Dispatched Qty (in Units),Master_Price_Per_Unit,Rate_Card_Price,Total Invoice Amount With Tax,Rate_Card_Type,HSN_Code,Tax_Slab,Case_Size,Weight,Dimension,Zepto_SKU,Blinkit_SKU,Swiggy_SKU,Customer_Contact,Customer_Email,Customer_Full_Address,Customer_Pincode,Shipping Address,AWB Number,Mode of Transport,Order Vs Fulfilled %,Approved Vs Fulfilled %,Lower_Threshold,Upper_Threshold,GRN Qty (in Units),Approval Remarks,WH/Fulfillment Remarks,Rate_Card_Created,Data_Processed_At
2135210089713,2135210089713,SOMN-25/26-02224,Hands On Trades Private Limited (K4 Kolkata),19AADCH7038R1ZU,PIC-DCF-10P-SAC-C68,Instant Coffee Decaf Pack of 10 Sachets Case of 68,Instant Coffee,Decaf,Sachet,26 May 2025 12:20:19,27 May 2025 11:28:53,27 May 2025 19:30:37,07 Jun 2025 00:00:00,delivered,,2,136,136,136,13600.0,0,62354.6,,21011110,TAX-18,68.0,,,,10220576.0,,,,,,Kolkata K4 - Feeder Warehouse,1302029776,Road,100.00%,100.00%,,,,,No change,,2025-06-10 09:05:38
P738415,P738415,SOMN-25/26-01744,KiranaKart Technology Private Limited- HYD,36AAICK4821A1ZW,CCC-FVA-230-CAN-C24,Sleepy Owl Cold Coffee Can - French Vanilla 200+30 ML- Set of 24,RTD Can,French Vanilla,Can,13 May 2025 00:54:00,13 May 2025 11:14:49,14 May 2025 22:32:16,23 May 2025 00:00:00,grn_entered,,1,24,24,24,3000.0,0,24471.2,,22029930,TAX-12,24.0,,,e48d9faf-9e46-4ecf-bebe-69ff8bc668d7,10154091.0,55732.0,,,,,HYD-MH 3,281356173,,100.00%,100.00%,,,24.0,,,,2025-06-10 09:05:38
P738415,P738415,SOMN-25/26-01744,KiranaKart Technology Private Limited- HYD,36AAICK4821A1ZW,CCC-HAZ-230-CAN-C24,Cold Coffee Can Hazelnut 230ml Case of 24,RTD Can,Hazelnut,Can,13 May 2025 00:54:00,13 May 2025 11:14:49,14 May 2025 22:32:16,23 May 2025 00:00:00,grn_entered,,3,72,72,72,3000.0,0,24471.2,,22029930,TAX-12,24.0,,,0309e694-62a2-407c-883d-6ce7f1bdec1d,10111476.0,18508.0,,,,,HYD-MH 3,281356173,,100.00%,100.00%,,,72.0,,,,2025-06-10 09:05:38
P738415,P738415,SOMN-25/26-01744,KiranaKart Technology Private Limited- HYD,36AAICK4821A1ZW,PIC-XPR-100-GLJ-C24-NEW,"Xpresso, Strong Blend Instant Coffee 100gm (Glass)-24 Boxes",Instant Coffee,Xpresso,Box,13 May 2025 00:54:00,13 May 2025 11:14:49,14 May 2025 22:32:16,23 May 2025 00:00:00,grn_entered,,1,24,24,24,11976.0,0,24471.2,,21011110,TAX-18,24.0,,,,,,,,,,HYD-MH 3,281356173,,100.00%,100.00%,,,24.0,,,,2025-06-10 09:05:38
P738415,P738415,SOMN-25/26-01744,KiranaKart Technology Private Limited- HYD,36AAICK4821A1ZW,PIC-AST-10P-SAC-C76-MRP,New MRP Instant Coffee Assorted Set of 10 Sachets Case of 76,Instant Coffee,Original,Sachet,13 May 2025 00:54:00,13 May 2025 11:14:49,14 May 2025 22:32:16,23 May 2025 00:00:00,grn_entered,,1,76,76,76,10640.0,0,24471.2,,21011110,TAX-18,76.0,,,,,,,,,,HYD-MH 3,281356173,,100.00%,100.00%,,,76.0,,,,2025-06-10 09:05:38
P815025,P815025,SOMN-25/26-02092,Kiranakart Technologies Private Limited ( Chennai),33AAICK4821A1Z2,PIC-HAZ-10P-SAC-C68,Instant Coffee Hazelnut Set of 10 Sachets Case of 68,Instant Coffee,Hazelnut,Sachet,22 May 2025 00:19:00,23 May 2025 08:28:53,23 May 2025 19:44:47,05 Jun 2025 00:00:00,grn_entered,,1,68,68,0,10200.0,0,56155.2,,21011110,TAX-18,68.0,,,F3573189-1F13-4D66-8560-17ECA6D55398,,644821.0,,,,,CHN-DRY MH,H90304181471001,Road,0.00%,0.00%,,,0.0,,Shortage - Packaging Material Not Available,,2025-06-10 09:05:38
P815025,P815025,SOMN-25/26-02092,Kiranakart Technologies Private Limited ( Chennai),33AAICK4821A1Z2,CCC-HAZ-230-CAN-C24,Cold Coffee Can Hazelnut 230ml Case of 24,RTD Can,Hazelnut,Can,22 May 2025 00:19:00,23 May 2025 08:28:53,23 May 2025 19:44:47,05 Jun 2025 00:00:00,grn_entered,,4,96,96,96,3000.0,0,56155.2,,22029930,TAX-12,24.0,,,0309e694-62a2-407c-883d-6ce7f1bdec1d,10111476.0,18508.0,,,,,CHN-DRY MH,H90304181471001,Road,100.00%,100.00%,,,96.0,,,,2025-06-10 09:05:38
P815025,P815025,SOMN-25/26-02092,Kiranakart Technologies Private Limited ( Chennai),33AAICK4821A1Z2,CCC-BEL-230-CAN-C24,Cold Coffee Can Belgian Mocha 230ml Case of 24,RTD Can,Belgian Mocha,Can,22 May 2025 00:19:00,23 May 2025 08:28:53,23 May 2025 19:44:47,05 Jun 2025 00:00:00,grn_entered,,4,96,96,0,3000.0,0,56155.2,,22029930,TAX-12,24.0,,,060329D0-9AED-4BBC-8B0B-CE4129BCFE8D,10218488.0,948286.0,,,,,CHN-DRY MH,H90304181471001,Road,0.00%,0.00%,,,0.0,,Shortage - Finished Good Not Available,,2025-06-10 09:05:38
P815025,P815025,SOMN-25/26-02092,Kiranakart Technologies Private Limited ( Chennai),33AAICK4821A1Z2,PIC-XPR-100-GLJ-C24,Instant Coffee Xpresso 100g Glass Jar Case of 24,Instant Coffee,Xpresso,Glass Jar,22 May 2025 00:19:00,23 May 2025 08:28:53,23 May 2025 19:44:47,05 Jun 2025 00:00:00,grn_entered,,1,24,24,24,11976.0,0,56155.2,,21011110,TAX-18,24.0,,,256f509e-d774-43ed-a860-ee6c85fb7f1f,10145575.0,96153.0,,,,,CHN-DRY MH,H90304181471001,Road,100.00%,100.00%,,,24.0,,,,2025-06-10 09:05:38
P815025,P815025,SOMN-25/26-02092,Kiranakart Technologies Private Limited ( Chennai),33AAICK4821A1Z2,CCC-BLK-230-CAN-C12,Cold Brew Black Coffee Can 230ml Pack of 12,RTD Can,Original,Can,22 May 2025 00:19:00,23 May 2025 08:28:53,23 May 2025 19:44:47,05 Jun 2025 00:00:00,grn_entered,,4,48,48,48,2340.0,0,56155.2,,21011200,TAX-18,12.0,,,3BE03667-4756-4A42-8F28-72E781069584,10164918.0,143721.0,,,,,CHN-DRY MH,H90304181471001,Road,100.00%,100.00%,,,47.0,,,,2025-06-10 09:05:38
P815025,P815025,SOMN-25/26-02092,Kiranakart Technologies Private Limited ( Chennai),33AAICK4821A1Z2,PIC-FVA-10P-SAC-C68,Instant Coffee French Vanilla Set of 10 Sachets Case of 68,Instant Coffee,French Vanilla,Sachet,22 May 2025 00:19:00,23 May 2025 08:28:53,23 May 2025 19:44:47,05 Jun 2025 00:00:00,grn_entered,,1,68,68,68,10200.0,0,56155.2,,21011110,TAX-18,68.0,,,8889DC4C-B05C-445C-9A8A-AC395762DF3A,,682658.0,,,,,CHN-DRY MH,H90304181471001,Road,100.00%,100.00%,,,68.0,,,,2025-06-10 09:05:38
P815025,P815025,SOMN-25/26-02092,Kiranakart Technologies Private Limited ( Chennai),33AAICK4821A1Z2,PIC-ORG-10P-SAC-C68,Instant Coffee Original Set of 10 Sachets Case of 68,Instant Coffee,Original,Sachet,22 May 2025 00:19:00,23 May 2025 08:28:53,23 May 2025 19:44:47,05 Jun 2025 00:00:00,grn_entered,,1,68,68,68,10200.0,0,56155.2,,21011110,TAX-18,68.0,,,A966E73C-C4D8-49EB-ACB2-C42EEC874B9C,,943032.0,,,,,CHN-DRY MH,H90304181471001,Road,100.00%,100.00%,,,67.0,,,,2025-06-10 09:05:38
P815025,P815025,SOMN-25/26-02092,Kiranakart Technologies Private Limited ( Chennai),33AAICK4821A1Z2,CCC-VIE-230-CAN-C24,Cold Coffee Can Vietnamese 230ml Case of 24,RTD Can,Vietnamese,Can,22 May 2025 00:19:00,23 May 2025 08:28:53,23 May 2025 19:44:47,05 Jun 2025 00:00:00,grn_entered,,2,48,48,48,3840.0,0,56155.2,,22029930,TAX-12,24.0,,,14D8149C-0B2F-4605-90F1-2132AF1F0F46,10164921.0,48622.0,,,,,CHN-DRY MH,H90304181471001,Road,100.00%,100.00%,,,48.0,,,,2025-06-10 09:05:38
P815025,P815025,SOMN-25/26-02092,Kiranakart Technologies Private Limited ( Chennai),33AAICK4821A1Z2,PIC-ORG-100-GLJ-C24,Instant Coffee Original 100g Glass Jar Case of 24,Instant Coffee,Original,Glass Jar,22 May 2025 00:19:00,23 May 2025 08:28:53,23 May 2025 19:44:47,05 Jun 2025 00:00:00,grn_entered,,1,24,24,24,17976.0,0,56155.2,,21011110,TAX-18,24.0,,,00ceaab9-0b4c-475d-800e-68b6a721d13e,10108815.0,15278.0,,,,,CHN-DRY MH,H90304181471001,Road,100.00%,100.00%,,,24.0,,,,2025-06-10 09:05:38
P812405,P812405,SOMN-25/26-02068,Kiranakart Technologies Private Limited (Shakti Logistics),27AAICK4821A1ZV,PIC-FVA-10P-SAC-C68,Instant Coffee French Vanilla Set of 10 Sachets Case of 68,Instant Coffee,French Vanilla,Sachet,22 May 2025 00:05:00,23 May 2025 08:38:06,23 May 2025 20:42:03,06 Jun 2025 00:00:00,grn_entered,,2,136,136,136,10200.0,0,31324.8,,21011110,TAX-18,68.0,,,8889DC4C-B05C-445C-9A8A-AC395762DF3A,,682658.0,,,,,MUM-DRY-MH-SHAKTI,1302039302,,100.00%,100.00%,,,136.0,,No change,,2025-06-10 09:05:38
P812405,P812405,SOMN-25/26-02068,Kiranakart Technologies Private Limited (Shakti Logistics),27AAICK4821A1ZV,CCC-VIE-230-CAN-C24,Cold Coffee Can Vietnamese 230ml Case of 24,RTD Can,Vietnamese,Can,22 May 2025 00:05:00,23 May 2025 08:38:06,23 May 2025 20:42:03,06 Jun 2025 00:00:00,grn_entered,,1,24,24,24,3840.0,0,31324.8,,22029930,TAX-12,24.0,,,14D8149C-0B2F-4605-90F1-2132AF1F0F46,10164921.0,48622.0,,,,,MUM-DRY-MH-SHAKTI,1302039302,,100.00%,100.00%,,,24.0,,No change,,2025-06-10 09:05:38
P812405,P812405,SOMN-25/26-02068,Kiranakart Technologies Private Limited (Shakti Logistics),27AAICK4821A1ZV,PIC-HAZ-10P-SAC-C68,Instant Coffee Hazelnut Set of 10 Sachets Case of 68,Instant Coffee,Hazelnut,Sachet,22 May 2025 00:05:00,23 May 2025 08:38:06,23 May 2025 20:42:03,06 Jun 2025 00:00:00,grn_entered,,1,68,68,0,10200.0,0,31324.8,,21011110,TAX-18,68.0,,,F3573189-1F13-4D66-8560-17ECA6D55398,,644821.0,,,,,MUM-DRY-MH-SHAKTI,1302039302,,0.00%,0.00%,,,0.0,,Shortage - Finished Good Not Available,,2025-06-10 09:05:38
P812405,P812405,SOMN-25/26-02068,Kiranakart Technologies Private Limited (Shakti Logistics),27AAICK4821A1ZV,PIC-ORG-10P-SAC-C68,Instant Coffee Original Set of 10 Sachets Case of 68,Instant Coffee,Original,Sachet,22 May 2025 00:05:00,23 May 2025 08:38:06,23 May 2025 20:42:03,06 Jun 2025 00:00:00,grn_entered,,2,136,136,136,10200.0,0,31324.8,,21011110,TAX-18,68.0,,,A966E73C-C4D8-49EB-ACB2-C42EEC874B9C,,943032.0,,,,,MUM-DRY-MH-SHAKTI,1302039302,,100.00%,100.00%,,,136.0,,No change,,2025-06-10 09:05:38
P816494,P816494,SOMN-25/26-02064,KiranaKart Technology Private Limited- HYD,36AAICK4821A1ZW,CCC-VIE-230-CAN-C24,Cold Coffee Can Vietnamese 230ml Case of 24,RTD Can,Vietnamese,Can,22 May 2025 00:23:00,23 May 2025 08:22:22,23 May 2025 20:49:51,06 Jun 2025 00:00:00,grn_entered,,1,24,24,24,3840.0,0,9504.0,,22029930,TAX-12,24.0,,,14D8149C-0B2F-4605-90F1-2132AF1F0F46,10164921.0,48622.0,,,,,HYD-MH 3,1302039275,,100.00%,100.00%,,,24.0,,No change,,2025-06-10 09:05:38
P816494,P816494,SOMN-25/26-02064,KiranaKart Technology Private Limited- HYD,36AAICK4821A1ZW,CCC-BLK-230-CAN-C12,Cold Brew Black Coffee Can 230ml Pack of 12,RTD Can,Original,Can,22 May 2025 00:23:00,23 May 2025 08:22:22,23 May 2025 20:49:51,06 Jun 2025 00:00:00,grn_entered,,4,48,48,48,2340.0,0,9504.0,,21011200,TAX-18,12.0,,,3BE03667-4756-4A42-8F28-72E781069584,10164918.0,143721.0,,,,,HYD-MH 3,1302039275,,100.00%,100.00%,,,48.0,,No change,,2025-06-10 09:05:38
P816494,P816494,SOMN-25/26-02064,KiranaKart Technology Private Limited- HYD,36AAICK4821A1ZW,CCC-BEL-230-CAN-C24,Cold Coffee Can Belgian Mocha 230ml Case of 24,RTD Can,Belgian Mocha,Can,22 May 2025 00:23:00,23 May 2025 08:22:22,23 May 2025 20:49:51,06 Jun 2025 00:00:00,grn_entered,,1,24,24,0,3000.0,0,9504.0,,22029930,TAX-12,24.0,,,060329D0-9AED-4BBC-8B0B-CE4129BCFE8D,10218488.0,948286.0,,,,,HYD-MH 3,1302039275,,0.00%,0.00%,,,0.0,,Shortage - Finished Good Not Available,,2025-06-10 09:05:38
P812211,P812211,SOMN-25/26-02067,Kiranakart Technologies Private Limited ( Kandlakoya Hyderabad ),36AAICK4821A1ZW,CCC-FVA-230-CAN-C24,Sleepy Owl Cold Coffee Can - French Vanilla 200+30 ML- Set of 24,RTD Can,French Vanilla,Can,22 May 2025 00:04:00,23 May 2025 08:39:28,23 May 2025 20:51:25,06 Jun 2025 00:00:00,grn_entered,,3,72,72,72,3000.0,0,23760.0,,22029930,TAX-12,24.0,,,e48d9faf-9e46-4ecf-bebe-69ff8bc668d7,10154091.0,55732.0,,,,,HYD-DRY-MH2-KANDLAKOYA,1302039277,,100.00%,100.00%,,,72.0,,No change,,2025-06-10 09:05:38
P812211,P812211,SOMN-25/26-02067,Kiranakart Technologies Private Limited ( Kandlakoya Hyderabad ),36AAICK4821A1ZW,CCC-HAZ-230-CAN-C24,Cold Coffee Can Hazelnut 230ml Case of 24,RTD Can,Hazelnut,Can,22 May 2025 00:04:00,23 May 2025 08:39:28,23 May 2025 20:51:25,06 Jun 2025 00:00:00,grn_entered,,6,144,144,144,3000.0,0,23760.0,,22029930,TAX-12,24.0,,,0309e694-62a2-407c-883d-6ce7f1bdec1d,10111476.0,18508.0,,,,,HYD-DRY-MH2-KANDLAKOYA,1302039277,,100.00%,100.00%,,,144.0,,No change,,2025-06-10 09:05:38
P812211,P812211,SOMN-25/26-02067,Kiranakart Technologies Private Limited ( Kandlakoya Hyderabad ),36AAICK4821A1ZW,CCC-SCA-230-CAN-C24,Cold Coffee Can Salted Caramel 230ml Case of 24,RTD Can,Salted Caramel,Can,22 May 2025 00:04:00,23 May 2025 08:39:28,23 May 2025 20:51:25,06 Jun 2025 00:00:00,grn_entered,,1,24,24,24,3000.0,0,23760.0,,22029930,TAX-12,24.0,,,,,,,,,,HYD-DRY-MH2-KANDLAKOYA,1302039277,,100.00%,100.00%,,,24.0,,No change,,2025-06-10 09:05:38
P812211,P812211,SOMN-25/26-02067,Kiranakart Technologies Private Limited ( Kandlakoya Hyderabad ),36AAICK4821A1ZW,CCC-CLA-230-CAN-C24,Cold Coffee Can Classic 230ml Case of 24,RTD Can,Classic,Can,22 May 2025 00:04:00,23 May 2025 08:39:28,23 May 2025 20:51:25,06 Jun 2025 00:00:00,grn_entered,,1,24,24,24,3000.0,0,23760.0,,22029930,TAX-12,24.0,,,7194ffe9-025c-4bcc-808f-7aeb18a8bdb3,10111477.0,18507.0,,,,,HYD-DRY-MH2-KANDLAKOYA,1302039277,,100.00%,100.00%,,,24.0,,No change,,2025-06-10 09:05:38
P817600,P817600,SOMN-25/26-02108,Kiranakart Technologies Private Limited ( Chennai),33AAICK4821A1Z2,PMC-CAP-03P-SAC-C45,Premix Coffee Cappuccino Box of 3 Sachets Case of 45,Premix,Original,Sachet,22 May 2025 00:26:00,23 May 2025 08:18:30,24 May 2025 20:24:04,05 Jun 2025 00:00:00,delivered,,2,90,90,90,6750.0,0,42525.0,,21011120,TAX-18,45.0,,,bfe418bd-933b-42e8-af9e-8f873530ef9b,,,,,,,CHN-DRY MH,H90304182356001,,100.00%,100.00%,,,,,No change,,2025-06-10 09:05:38
P817600,P817600,SOMN-25/26-02108,Kiranakart Technologies Private Limited ( Chennai),33AAICK4821A1Z2,PMC-HAZ-03P-SAC-C45,Premix Coffee Hazelnut Box of 3 Sachets Case of 45,Premix,Hazelnut,Sachet,22 May 2025 00:26:00,23 May 2025 08:18:30,24 May 2025 20:24:04,05 Jun 2025 00:00:00,delivered,,3,135,135,135,6750.0,0,42525.0,,21011120,TAX-18,45.0,,,82c55f08-927c-4eb7-98bc-b5cffd0602f4,,,,,,,CHN-DRY MH,H90304182356001,,100.00%,100.00%,,,,,No change,,2025-06-10 09:05:38
P817600,P817600,SOMN-25/26-02108,Kiranakart Technologies Private Limited ( Chennai),33AAICK4821A1Z2,PMC-FVA-03P-SAC-C45,Premix CoffeFrench Vanilla Box of 3 Sachets Case of 45,Premix,French Vanilla,Sachet,22 May 2025 00:26:00,23 May 2025 08:18:30,24 May 2025 20:24:04,05 Jun 2025 00:00:00,delivered,,4,180,180,180,6750.0,0,42525.0,,21011120,TAX-18,45.0,,,F21528DC-2B39-45C3-97E0-EE34F4A43FB4,,,,,,,CHN-DRY MH,H90304182356001,,100.00%,100.00%,,,,,No change,,2025-06-10 09:05:38
P817600,P817600,SOMN-25/26-02108,Kiranakart Technologies Private Limited ( Chennai),33AAICK4821A1Z2,PMC-AST-03P-SAC-C45,Premix Coffee Assorted Box of 3 Sachets Case of 45	,Premix,Original,Sachet,22 May 2025 00:26:00,23 May 2025 08:18:30,24 May 2025 20:24:04,05 Jun 2025 00:00:00,delivered,,2,90,90,0,6750.0,0,42525.0,,21011120,TAX-18,45.0,,,89A6BC2B-943F-4783-8C16-908B4C705F91,10185215.0,423988.0,,,,,CHN-DRY MH,H90304182356001,,0.00%,0.00%,,,,,Shortage - Packaging Material Not Available,,2025-06-10 09:05:38
P848805,P848805,SOMN-25/26-02231,KiranaKart Technologies Private Limited (BLR - Mylapura MH),29AAICK4821A1ZR,CCC-BEL-230-CAN-C24,Cold Coffee Can Belgian Mocha 230ml Case of 24,RTD Can,Belgian Mocha,Can,26 May 2025 22:04:00,27 May 2025 13:11:25,27 May 2025 20:59:14,06 Jun 2025 00:00:00,grn_entered,,1,24,24,24,3000.0,0,58860.0,,22029930,TAX-12,24.0,,,060329D0-9AED-4BBC-8B0B-CE4129BCFE8D,10218488.0,948286.0,,,,,BLR-MYLAPURA MH,281764119,Road,100.00%,100.00%,,,24.0,,No change,,2025-06-10 09:05:38
P848805,P848805,SOMN-25/26-02231,KiranaKart Technologies Private Limited (BLR - Mylapura MH),29AAICK4821A1ZR,PMC-FVA-03P-SAC-C45,Premix CoffeFrench Vanilla Box of 3 Sachets Case of 45,Premix,French Vanilla,Sachet,26 May 2025 22:04:00,27 May 2025 13:11:25,27 May 2025 20:59:14,06 Jun 2025 00:00:00,grn_entered,,3,135,135,135,6750.0,0,58860.0,,21011120,TAX-18,45.0,,,F21528DC-2B39-45C3-97E0-EE34F4A43FB4,,,,,,,BLR-MYLAPURA MH,281764119,Road,100.00%,100.00%,,,135.0,,No change,,2025-06-10 09:05:38
P848805,P848805,SOMN-25/26-02231,KiranaKart Technologies Private Limited (BLR - Mylapura MH),29AAICK4821A1ZR,PMC-CAP-03P-SAC-C45,Premix Coffee Cappuccino Box of 3 Sachets Case of 45,Premix,Original,Sachet,26 May 2025 22:04:00,27 May 2025 13:11:25,27 May 2025 20:59:14,06 Jun 2025 00:00:00,grn_entered,,3,135,135,135,6750.0,0,58860.0,,21011120,TAX-18,45.0,,,bfe418bd-933b-42e8-af9e-8f873530ef9b,,,,,,,BLR-MYLAPURA MH,281764119,Road,100.00%,100.00%,,,135.0,,No change,,2025-06-10 09:05:38
